Area in sq.ft,Width of road in ft,Crimes per month,Average household income,Distance to railway station in kms,Distance to airport in kms,Distance to religious places in kms,Distance from slum in kms,Distance to state run liquor shop in kms,Education quality,Sports facility,Local traffic,Quality of life,Access to supermarket,Pollution levels,Medical treatment,Road condition,Price in Rupees
8500.221403,7.856654403,20,667833.0191,1.840968854,7.070209453,1.401214985,3.677795643,3.710781084,0.264277318,0.058105601,0.786184501,0.871577213,0.039902279,0.702130148,0.340796294,0.197059836,149442224.4
2031.657579,19.13110496,17,388678.5438,12.80493862,12.26536828,2.885368668,2.138817352,2.155901897,0.571267796,0.783577949,0.937962942,0.413348833,0.561130079,0.552398598,0.459903179,0.219603029,30311858.55
4722.079307,33.94094622,13,1602718.398,11.15445924,7.317028801,0.090670934,4.939310084,4.973862592,0.010467494,0.64842746,0.219521911,0.544852441,0.448839183,0.769542862,0.483553595,0.732413257,91022163.99
5502.450647,34.6212518,7,1905017.294,2.590012462,15.95403242,4.444628316,0.624215355,0.662473094,0.869747006,0.379049517,0.447898778,0.693882734,0.06843101,0.062422162,0.609270635,0.503131835,122983071.3
659.0589345,1.817274911,3,11976.91266,15.24214609,11.85863782,2.241452952,2.795558132,2.819912899,0.431106731,0.154071051,0.75578294,0.944781304,0.844047742,0.482220344,0.650635298,0.662678488,13927701.52
5539.754975,36.16489294,13,2003446.456,0.914726593,4.19136631,2.274139412,2.81257832,2.844798894,0.429310312,0.580780061,0.584911797,0.804642462,0.802656981,0.693715895,0.592797816,0.891657161,126041466.4
8097.028182,8.696092354,18,704125.0487,10.27191648,4.291540431,0.504864055,4.559310785,4.560207209,0.078320953,0.406502826,0.533092379,0.561537556,0.416173252,0.725026844,0.547600358,0.216308173,134451814.7
469.1365295,12.45970141,6,58453.01078,2.460907039,21.52810276,2.795440052,2.213048684,2.223168662,0.549175968,0.937542791,0.24643625,0.980542088,0.813705975,0.773997009,0.448460594,0.503831213,11308993.7
7095.653999,33.65834601,6,2388279.775,13.73000437,3.030583876,1.084524516,3.924514733,3.968838494,0.213696537,0.994982347,0.238436429,0.705410339,0.293545064,0.16107059,0.19650545,0.497917238,167376821.6
7991.572521,13.95581177,20,1115288.819,0.015084973,4.013820783,3.508079342,1.549442404,1.568302082,0.682281397,0.465361705,0.043290896,0.33134868,0.779083019,0.137052698,0.383378754,0.005069802,129054497.1
5501.836782,2.05898944,6,113282.2383,3.184431784,0.529043677,1.456910237,3.634981985,3.674193881,0.267536236,0.209767529,0.875155866,0.445262933,0.051437671,0.95574104,0.468118398,0.927318293,98482256.6
6135.323277,24.33427964,15,1492986.723,7.650284851,21.21910289,4.385911055,0.710744718,0.735322419,0.850052365,0.61634564,0.324594463,0.385993317,0.280980094,0.770884658,0.83637929,0.151330603,104796462.6
2124.758183,43.89450555,18,932652.0984,17.28181612,7.0313771,1.051262891,3.978365641,3.999786129,0.2029761,0.545642769,0.189741327,0.655943951,0.578424211,0.744548679,0.577127547,0.982677165,40296090.86
1946.831987,16.88037667,18,328632.5724,5.835476046,6.546408826,0.035418937,5.01647873,5.024990697,0.013265589,0.890297033,0.662990946,0.643798934,0.362803348,0.753762748,0.156722468,0.794995314,36353471.84
9203.80406,28.90138454,16,2660026.804,2.933839645,7.482483655,4.210733961,0.821671617,0.864333577,0.831738734,0.170132298,0.45439484,0.099582668,0.41871284,0.6230661,0.433701078,0.319997141,130295027.1
6316.286529,46.77129723,2,2954209.146,17.28967049,21.22478648,2.534468848,2.505009532,2.508653545,0.494650984,0.564195476,0.470737441,0.644132308,0.48840536,0.795134171,0.726822429,0.326943682,134754963.5
1565.307518,16.6641778,18,260845.6279,16.886509,16.52166916,0.758973993,4.252301424,4.28210436,0.14086709,0.824556337,0.227866059,0.352572555,0.272663038,0.098763034,0.307285404,0.021963678,22208874.01
537.788672,21.48564535,20,115547.3668,5.443270877,5.231321186,3.797407463,1.252485667,1.258427858,0.747478046,0.623595247,0.781513445,0.647046659,0.293531448,0.664102613,0.717146559,0.759451901,9735813.863
5725.158226,7.184290911,16,411312.022,1.52042455,6.755039438,3.976379928,1.085762134,1.125322475,0.777717428,0.698386364,0.574827419,0.835531437,0.381394058,0.568700756,0.678113743,0.696629634,130747686.5
1993.266732,21.61986289,10,430941.5346,12.05761701,21.84018712,2.054287285,3.020104416,3.046912322,0.390912464,0.849864163,0.259748637,0.45114357,0.534667005,0.715392658,0.373361326,0.45739413,35043419.21
7079.574296,1.252147287,14,88646.69746,11.63903074,1.673628085,4.890903391,0.133487807,0.153124249,0.963852427,0.826966908,0.696142936,0.999699788,0.769345272,0.21162493,0.571966667,0.430595955,174810831.6
7481.96982,26.86140048,13,2009761.877,3.599013604,27.75142857,1.398965719,3.604646735,3.630126901,0.278256606,0.618379135,0.55273943,0.862158749,0.126217259,0.091035063,0.486800665,0.10734761,156415251.2
9922.728512,31.11994846,15,3087947.999,1.654660904,27.66459256,4.571531266,0.517835883,0.531096281,0.895208172,0.671124735,0.899605003,0.981821587,0.212708158,0.897374683,0.74492063,0.469512359,238326520
3631.297661,5.089557637,20,184816.9874,12.88553649,23.58398984,4.946224915,0.084004053,0.109294966,0.977244669,0.910493486,0.787256077,0.234914442,0.575054926,0.962026359,0.61244708,0.494582717,54885225.59
7314.52578,12.57807951,2,920026.8685,0.93502012,20.30304814,3.12891403,1.950583283,1.969790211,0.602492591,0.244149848,0.784119377,0.117802352,0.042821946,0.295994774,0.354615878,0.419006388,116473024.4
1232.425386,29.06308543,18,358180.8428,9.227062951,2.822735951,3.878467052,1.19365805,1.205167651,0.760115458,0.11913178,0.833743943,0.128441284,0.091195705,0.566707262,0.641309647,0.776971435,14987335.42
5274.108801,3.657824164,3,192917.6261,19.32648066,13.72700679,1.990811801,3.044459291,3.050243509,0.382352705,0.185785638,0.110037163,0.49207119,0.046572237,0.948941169,0.620049243,0.767210409,97952669.33
8047.211713,4.471966824,19,359868.6381,16.90008193,19.61060394,1.929457858,3.109766733,3.140642257,0.374839138,0.651479161,0.510173452,0.360376952,0.437011802,0.987531359,0.474467525,0.912475737,138153083.9
4410.96339,1.111834339,12,49042.60563,5.756089074,23.61361616,0.003176827,5.04677847,5.053406742,0.011743988,0.614296316,0.936705457,0.708386115,0.880245403,0.248452504,0.49719187,0.903422633,90488929.62
6982.552509,8.556525047,14,597463.8544,8.570478922,27.15526525,1.56033742,3.454601565,3.46334365,0.300135265,0.903701035,0.06641362,0.669317459,0.27400399,0.2760165,0.386752095,0.108282807,140765175.1
3199.963917,17.76353571,8,568426.7331,1.031552859,15.58384324,1.293703156,3.730884267,3.771442613,0.251160427,0.316068294,0.070848355,0.397607963,0.324051372,0.44996487,0.20846349,0.604628534,54534381.66
6611.20935,39.98242096,14,2643321.553,8.762902973,8.843802402,2.57731101,2.489019379,2.503533255,0.496869213,0.35188626,0.763632983,0.78210752,0.611559034,0.599979279,0.382595765,0.344407831,131441735
5985.178317,27.59483519,12,1651600.092,14.65818485,29.9172009,2.885764301,2.125866092,2.1431929,0.574793812,0.915386416,0.994068322,0.036407799,0.468410956,0.071047336,0.690136891,0.538193017,94596482.07
1270.415761,0.198478951,16,2521.507872,6.748649756,8.802597154,4.295767497,0.732716171,0.74720471,0.849869028,0.769581639,0.433973414,0.177766587,0.825144387,0.011066799,0.475104534,0.855906884,21907089.7
7409.63691,40.73020323,10,3017960.172,9.099287395,28.99584994,3.655030579,1.381924513,1.424223319,0.716260446,0.605384446,0.152732594,0.611302173,0.32152722,0.67903099,0.449912123,0.915695842,168730861
1754.293397,6.551601203,6,114934.3073,17.47799912,4.536995931,2.733290782,2.269301226,2.273761579,0.539903162,0.240792057,0.791466627,0.149056006,0.836943465,0.487920023,0.730332922,0.766518875,25895610.51
2866.190314,36.93961352,14,1058759.625,1.229889755,20.12802673,1.292031001,3.801104336,3.8155186,0.231246592,0.302030385,0.70669089,0.876027495,0.5585001,0.47452097,0.251655948,0.739205266,57261378.2
484.987573,45.51861879,8,220759.6445,10.76805843,4.73727293,3.244115718,1.760916195,1.790008906,0.640384415,0.732577317,0.617156767,0.920781173,0.34348064,0.765871441,0.628037651,0.731978913,10840142.06
1522.835332,0.669178239,5,10190.48266,11.00611665,9.768262184,3.929476502,1.088612789,1.091477372,0.779676622,0.728498103,0.973088572,0.869677955,0.497597072,0.949019237,0.690657345,0.415518569,31846713.74
830.5041701,44.10619373,15,366303.7782,2.599837002,13.96219416,4.596868015,0.449804243,0.499357971,0.900356244,0.270150927,0.355076898,0.613516473,0.362094112,0.262127685,0.85304374,0.843412438,16058818.44
5339.325704,1.369112973,1,73101.40088,11.56967842,21.74111496,0.753631565,4.267288964,4.316062995,0.137728235,0.05413332,0.196864328,0.062316696,0.880136036,0.616955109,0.176475834,0.809630464,78413898.18
2365.744723,2.44737586,14,57898.66526,0.14884758,4.554099263,0.041787469,4.960687762,4.976391714,0.001394644,0.958766812,0.077144381,0.233285359,0.675179391,0.174924665,0.19337608,0.446386031,37585514.35
3595.08954,44.48438781,14,1599253.573,18.6876958,29.86120613,4.225689431,0.860398318,0.869582831,0.824498469,0.762122707,0.585310508,0.438311096,0.048557565,0.344395654,0.699224273,0.585153859,65462965.44
6165.113155,30.7368952,1,1894964.37,16.79775761,1.867913954,3.107965422,1.940422179,1.984025664,0.604124946,0.018261613,0.016671588,0.716132444,0.241393974,0.896170422,0.329924899,0.740637388,131684063.1
9522.753449,30.6058613,16,2914520.712,7.176027129,1.489255813,4.417648729,0.622384248,0.639600359,0.869239497,0.51297001,0.054194229,0.459866598,0.147057898,0.16484271,0.607082455,0.90286997,208771265.4
9960.887448,2.387333147,17,237799.5678,6.571920962,14.24894319,1.139674751,3.888725363,3.903739526,0.221034839,0.07493926,0.021066722,0.747123938,0.399468794,0.71621818,0.559299944,0.741461242,208812387
3199.001094,32.98307472,11,1055128.921,10.59787009,17.60567921,1.406415863,3.618254639,3.653844789,0.270428753,0.859729628,0.418680339,0.924026625,0.387735906,0.011647863,0.538168366,0.19826646,72277418.61
5509.345551,12.41479925,14,683974.1903,10.20388948,22.2985716,0.441108849,4.560991517,4.564912108,0.080111482,0.540764618,0.447689313,0.734063753,0.943945191,0.888788842,0.152341854,0.205489219,101350114.8
5823.242466,48.29331911,18,2812237.067,15.67503627,28.7662071,3.87084292,1.155897472,1.178994808,0.765658986,0.963383066,0.036173193,0.070880933,0.736920697,0.290462317,0.800133316,0.495274621,98054367.19
1251.205404,38.17115375,16,477599.5385,19.60153062,15.72054233,2.843758732,2.191582364,2.204081374,0.561097659,0.749255908,0.654492546,0.894142795,0.498095459,0.89196103,0.307761161,0.318311357,24631365.79
4698.794358,26.636035,11,1251572.51,11.53266745,9.934141779,2.948354081,2.071027709,2.118858718,0.578352268,0.619239799,0.072163624,0.272851511,0.665710268,0.610066963,0.485397941,0.213930079,77249802.11
9445.297785,7.082476422,13,668960.9886,0.384003079,4.976098734,0.240279769,4.845492403,4.884652845,0.02116331,0.037018404,0.528981188,0.567742738,0.301917738,0.978884989,0.464696722,0.324258792,156383704.8
3455.877109,48.61937043,18,1680225.693,8.77134355,23.63894415,4.004404525,1.004321207,1.031237065,0.797064432,0.126863796,0.312308707,0.508507303,0.912269586,0.76608065,0.747046485,0.320102221,54771673.61
4134.739966,10.39645582,13,429866.4136,16.31922236,9.336730201,2.210562345,2.878702322,2.912327113,0.41626877,0.233626561,0.940271974,0.651425966,0.860945115,0.829963982,0.272316104,0.016697191,63134945.14
8073.732936,38.74662582,7,3128299.09,5.579414221,25.40558023,3.739106988,1.277100785,1.278141716,0.741546733,0.754394593,0.786989428,0.495082933,0.572820128,0.429885225,0.596055486,0.153337361,162443606.6
9742.756686,5.337779358,6,520046.8553,13.06824436,18.81197103,0.851045749,4.160927932,4.197901888,0.16552138,0.789180856,0.774618604,0.018658414,0.252553364,0.782088486,0.410663644,0.958622008,164271815.1
6642.035595,3.776306083,16,250823.5942,16.91161883,21.84064834,1.946072809,3.063757334,3.095492526,0.384510105,0.963642003,0.634039379,0.132082803,0.654547146,0.40793008,0.537095097,0.611313599,104917172.4
7041.52603,2.044916079,16,143993.298,18.08642036,8.577418848,2.098448834,2.936184337,2.950381883,0.407604431,0.848182272,0.482146842,0.253379589,0.46511801,0.767408528,0.332697989,0.626510412,116985424.3
2430.859825,24.90418884,8,605385.9213,3.937988189,16.72680471,0.728338657,4.277492881,4.286186381,0.135134495,0.933950219,0.378804164,0.770033593,0.144507937,0.63327224,0.518218379,0.672010111,52329759.98
4787.35314,43.43935907,16,2079595.52,10.69242711,18.56565584,0.019411476,4.997190537,5.01228372,0.001762366,0.610919856,0.071072527,0.921167416,0.027718908,0.15674387,0.279863335,0.014292892,99799328.26
7760.008388,4.779808139,20,370913.5126,6.72836765,4.992259085,4.575005702,0.454504658,0.50124439,0.901759505,0.688316295,0.770953294,0.037286407,0.423480415,0.034698392,0.848581633,0.632301542,122957804.7
2825.259405,38.05656911,14,1075196.798,12.63501025,17.2939555,4.912484454,0.093518265,0.116852147,0.97403449,0.031315221,0.335376588,0.680994962,0.234387066,0.013461753,0.933850892,0.97455074,58128254.04
7364.658243,19.75811429,5,1455117.592,8.848011632,16.51602784,0.179291157,4.833101942,4.880838228,0.030612603,0.531297279,0.088083021,0.754029439,0.331370796,0.943380642,0.020787069,0.617444564,161722946.8
9586.639747,12.24516842,3,1173900.183,14.38354044,3.836056049,1.775525836,3.280579085,3.301102145,0.343186131,0.728023359,0.484460416,0.15829572,0.343790142,0.715196278,0.411147435,0.528212205,173081955.1
5326.018028,17.40385108,2,926932.246,13.27848312,22.3711181,4.673019954,0.426353313,0.443732546,0.905720863,0.310444457,0.943360821,0.797547024,0.368429785,0.036514254,0.842627047,0.148639813,117772718.6
3435.314583,33.71598389,16,1158250.111,11.79232664,8.48962531,4.953964648,0.130730885,0.139827878,0.965717423,0.219923731,0.11295195,0.815847786,0.163578901,0.901252743,0.867602261,0.788010829,71323660.18
3163.008994,14.39556643,10,455333.061,16.434397,23.34941056,3.845581311,1.222401675,1.270285678,0.749288749,0.31444063,0.882967358,0.234808763,0.994089738,0.211243108,0.562294155,0.200813486,44626382.03
5097.806711,2.753949896,18,140391.0426,13.76685794,24.44935179,2.036662749,3.006408385,3.032554316,0.394244245,0.432199036,0.68592386,0.85211294,0.614338735,0.606067019,0.359861093,0.256209164,94254153.67
2478.258882,36.16377796,3,896232.0391,19.03798075,12.98656579,2.721748621,2.345734221,2.391285068,0.526657106,0.617963861,0.606927043,0.376909757,0.299382312,0.239647102,0.421163935,0.036075261,41487679.46
6955.826481,28.09024447,2,1953908.664,19.28193105,8.166998681,3.317894327,1.763031677,1.805488718,0.646503519,0.749384164,0.834226761,0.028007596,0.174369784,0.741057372,0.559965228,0.88415607,121641282
371.2338641,26.15411721,14,97092.93995,5.412851305,26.58161999,1.956296207,3.079415736,3.119319632,0.377110009,0.199233286,0.018452569,0.102691035,0.573034829,0.285043823,0.363321645,0.97053897,5193834.965
544.0144459,19.85469578,5,108012.4132,13.13939703,8.196278298,2.779233895,2.305261188,2.355060576,0.532254246,0.855467471,0.738011572,0.832611398,0.035279797,0.581084231,0.474783216,0.926251659,12615059.56
7540.893919,7.389498465,15,557234.2403,17.22629592,22.57723027,1.072610456,3.949278815,3.959618058,0.201862504,0.610274537,0.763064507,0.548491048,0.120060065,0.951416265,0.441211872,0.739172474,135937098.2
7379.775473,23.94561213,5,1767132.411,14.10224242,11.74777845,3.69178603,1.350744916,1.391205348,0.722753491,0.12336496,0.231866479,0.432866592,0.033653851,0.484168281,0.640567239,0.861209355,146665354.6
956.227823,1.675009385,6,16016.90577,3.540765905,20.49196024,3.144271206,1.943334477,1.984958957,0.60845931,0.370576357,0.400145796,0.177951793,0.852958392,0.830894516,0.584260249,0.465112874,13377599.62
9899.803876,32.27692924,5,3195352.692,0.015323512,7.850432409,1.001763062,4.070644911,4.092420499,0.181854449,0.866476546,0.238476425,0.055600428,0.394312544,0.410960569,0.41520432,0.162393396,170861225.1
9795.901765,1.611161895,15,157827.8365,6.608843312,20.67121612,3.984212192,1.114857151,1.135771697,0.772327379,0.608065853,0.031383831,0.936744348,0.507892419,0.456845241,0.417286016,0.498317313,235545594.4
3580.984758,38.67322265,13,1384882.208,4.730605142,20.60470535,1.207336097,3.889556034,3.905145872,0.217855307,0.861033284,0.31375992,0.612787744,0.773882592,0.765407269,0.155923671,0.217981589,65539860.29
1076.13376,33.43545954,15,359810.2679,3.877143488,10.82565119,0.595662318,4.406295784,4.422532568,0.111751653,0.88828067,0.506612654,0.619529579,0.131427599,0.761118767,0.295300181,0.435980879,18913618.7
7850.757366,6.704411329,12,526347.0662,5.198678794,21.98810982,0.122595879,4.934333746,4.942393463,0.004644057,0.150337704,0.242734151,0.431369442,0.427969273,0.916451558,0.261121859,0.178570361,116617368.5
3497.194126,37.54979399,5,1313189.19,13.83906948,2.719400832,4.385565481,0.698006849,0.73760609,0.854456134,0.999234835,0.689671055,0.030129719,0.705565637,0.249198006,0.722667224,0.137121887,54426185.74
6181.640678,16.38758635,16,1013021.704,2.510499357,3.818947642,3.319147321,1.76299791,1.801834366,0.640075261,0.520589719,0.224911257,0.963492854,0.294463971,0.327324776,0.426994256,0.074712729,132845900.2
554.4050858,44.2827497,3,245505.8164,8.408249081,23.36065154,4.492868898,0.602683367,0.651381318,0.869714198,0.384596844,0.166620706,0.566344763,0.681469403,0.769620314,0.852212296,0.620742365,11074200.37
2434.120368,16.74006342,16,407473.2934,14.47311446,9.413069811,3.4197485,1.608999098,1.618652148,0.676207053,0.006697681,0.914287183,0.485705563,0.378549052,0.506771893,0.829809531,0.123396473,34100861.78
7844.895427,6.318168821,10,495653.7369,8.383542169,20.09914691,0.75576697,4.343097444,4.369386175,0.131266692,0.666733142,0.49935461,0.791037071,0.062193286,0.453442893,0.511768613,0.184698003,167217682.8
2496.895017,44.92636424,5,1121764.15,9.677869135,7.111747615,2.163921838,2.836923822,2.870335633,0.428525186,0.308031135,0.924069923,0.725836442,0.543609907,0.836879601,0.31281175,0.456354397,45912396.03
1705.301978,42.86325051,16,730947.8589,0.77667238,2.111946225,3.527485246,1.523952585,1.531679886,0.69106501,0.457712681,0.965866514,0.517449111,0.702423812,0.228068526,0.721554306,0.282718483,28023484.81
8954.235559,3.506738765,1,314001.6495,3.058519644,26.23616198,3.473741214,1.562938153,1.594825788,0.683411107,0.692294957,0.315257519,0.071930529,0.963267434,0.678836834,0.50282365,0.572124594,166574846.6
9305.55335,41.15499423,6,3829699.944,2.123676307,6.778418313,1.48173625,3.61549928,3.631184567,0.269426634,0.205991175,0.682885335,0.963087795,0.529450501,0.533983928,0.460145735,0.496908703,220808392
1363.0801,8.660435753,16,118048.6763,17.86309953,19.65015036,3.43742737,1.605957003,1.610895143,0.677994478,0.989763631,0.243768666,0.293457241,0.392787266,0.360155461,0.405162666,0.273279623,22044104.85
9491.196138,9.772395945,5,927517.2666,17.54592736,19.90440796,1.295157124,3.778111898,3.795888877,0.237275517,0.285249039,0.67356579,0.068939722,0.00983336,0.381989794,0.464213104,0.44204963,143624584.2
8170.805733,4.941522061,12,403762.1679,2.498007523,5.095628851,4.268538469,0.752459761,0.765915468,0.843157243,0.309813597,0.205113392,0.634762487,0.875178346,0.305129137,0.912711708,0.903257659,190855454.1
2010.671625,18.11259805,2,364184.8697,5.068641103,6.639135804,4.721559983,0.372484184,0.394212192,0.917742481,0.654067275,0.291110385,0.496972488,0.39341504,0.527862879,0.809918248,0.777143241,43301987.91
9392.199984,6.723767835,3,631509.7215,15.21483483,27.20866522,4.094824168,0.964583844,0.993819123,0.805431805,0.718386425,0.833523737,0.654402644,0.184773272,0.354467607,0.873728808,0.862181751,231557379.4
8139.649378,20.32035936,8,1654006.004,19.50637461,27.50837284,4.277834785,0.81348409,0.850349716,0.829640564,0.916626397,0.041978209,0.416338299,0.443199038,0.394607746,0.841365527,0.766046186,180925831.3
9759.897889,41.90707076,18,4090087.314,18.68881763,26.82682618,4.757334323,0.260213125,0.308079521,0.940564372,0.18483685,0.709536783,0.236250654,0.480750502,0.171944117,0.826877888,0.417783707,157919524.9
8319.582207,8.08855164,6,672933.7031,10.01291472,21.93244561,0.772068798,4.238035942,4.260894516,0.152251498,0.745624147,0.579630735,0.133937231,0.28692604,0.480182273,0.383403316,0.706461736,142055403.2
3999.204574,43.65469361,4,1745840.503,8.439887478,7.7204121,3.687905717,1.396246828,1.397943476,0.710771633,0.0715855,0.498219598,0.578505009,0.341908047,0.297421934,0.559774628,0.457218885,75984378.22
3666.660735,42.66329927,10,1564318.442,16.44743442,4.617360946,2.799911641,2.271151877,2.313530652,0.542519209,0.016052326,0.231357142,0.9046349,0.967484591,0.193161783,0.340709439,0.393817926,78675444.95
2958.685444,7.057680353,4,208814.5613,8.137760242,20.54171754,3.310049847,1.772037937,1.797119032,0.645499806,0.933923384,0.747185482,0.997109403,0.489393174,0.841845074,0.468516636,0.635598572,73394462.79
9529.274548,46.68371288,3,4448619.17,7.547363626,27.84480123,0.711306772,4.384370828,4.427306224,0.11611521,0.39362251,0.827321048,0.786044893,0.6528074,0.377257579,0.165093476,0.038681027,196159235.7
5372.441876,10.49993078,8,564102.678,6.363578882,27.76433378,4.169271096,0.912922725,0.917222092,0.812713829,0.82444912,0.785669008,0.750346267,0.720629359,0.3068724,0.500632682,0.125647228,113616346.2
8337.806523,15.74051668,5,1312413.827,6.741377875,7.304712995,1.698258232,3.353424524,3.356071411,0.31936603,0.102848017,0.743143912,0.424418271,0.984648571,0.379173587,0.462231358,0.777950324,158612338.3
5612.200741,35.26039102,6,1978883.926,8.082674865,20.95522665,3.825108073,1.196993315,1.217122504,0.751818843,0.673859802,0.537935526,0.297900304,0.287112153,0.453115718,0.427409774,0.052996778,94706529.04
7807.342538,22.86163075,20,1784885.823,2.622805874,8.227811426,1.458844606,3.56956528,3.574688966,0.285969721,0.073738554,0.32669083,0.140560366,0.976934475,0.646829615,0.619960712,0.410217819,101724845.7
3728.422412,25.82829764,6,962988.0377,1.598923695,0.147679494,2.207122977,2.836759835,2.838661995,0.422947011,0.404977468,0.799217527,0.865292758,0.498919445,0.1564801,0.543849658,0.486372591,82339883.37
7244.660804,49.51005745,14,3586835.726,14.6187739,5.43652965,2.289234633,2.765285524,2.775944095,0.444561408,0.017891819,0.311339475,0.957362556,0.767600013,0.342665756,0.472931711,0.072050686,147703336.3
4989.501651,37.24903307,16,1858541.12,5.904633284,5.191045607,0.456659569,4.582350905,4.608733089,0.075529226,0.796231404,0.020232959,0.030400476,0.577403955,0.238627156,0.104877737,0.07140371,67514874.64
2546.963765,31.74354402,2,808496.564,13.6168852,23.92987008,1.294165324,3.763553185,3.770384593,0.241359299,0.452404199,0.605179959,0.83763983,0.877967891,0.748474476,0.58273309,0.878945148,57228548.32
5843.908499,17.39572811,17,1016590.434,18.72478518,6.478282778,2.464473405,2.583365486,2.629899414,0.480204096,0.054113246,0.826910913,0.299693888,0.818326931,0.571257711,0.473676042,0.865955189,86439850.21
1951.842071,32.84976419,3,641175.5177,3.941834857,24.87032647,0.964483691,4.092782596,4.102393784,0.174909819,0.84800734,0.885461446,0.806157651,0.884463158,0.130881532,0.550468324,0.030209234,39625770.25
2314.229236,8.421799541,7,194899.7472,13.05321478,6.707237546,4.431368316,0.644694805,0.679261646,0.862730502,0.097753473,0.022935858,0.311644517,0.662195126,0.574535891,0.769699051,0.205275933,35419910
4448.944488,13.38716319,2,595587.459,13.70762013,29.22538744,3.465104478,1.582456101,1.583711194,0.673878442,0.062941664,0.737873244,0.318521053,0.371386433,0.698800747,0.394461121,0.269294771,66186289.46
6765.309772,40.30726382,8,2726911.258,12.73753756,5.89204784,3.321031223,1.77297728,1.815731291,0.636014925,0.001104085,0.325564363,0.272847427,0.053397294,0.184822585,0.595398847,0.380172279,112031480.7
8945.392317,37.37121423,16,3343001.726,13.89528639,19.70310654,2.512997098,2.500391466,2.521319199,0.499117633,0.121266723,0.351941276,0.286024923,0.134587819,0.371442247,0.540719378,0.269832828,134926782.9
3664.525482,41.48850087,14,1520356.686,12.76002519,5.084571091,1.938567866,3.153524085,3.158299672,0.366626276,0.992899818,0.647331306,0.046266674,0.358903533,0.72933331,0.531672392,0.917946695,57533467.91
3816.104871,39.7720493,17,1517743.111,9.265145772,29.71734067,2.372615568,2.706931605,2.712387459,0.455805988,0.760983489,0.045158976,0.828926789,0.688717445,0.118886916,0.403938966,0.81376962,87460438.33
5449.833343,29.40429547,16,1602485.099,8.74810097,28.46817077,1.372063095,3.695072876,3.721318485,0.25585998,0.022807893,0.076935604,0.094502686,0.652563228,0.292700839,0.208583518,0.138254224,63482236.91
7778.346051,3.34277353,16,260012.4928,6.157812388,4.221634369,1.517040879,3.543506792,3.563932101,0.287406334,0.732174583,0.643936654,0.498765813,0.844352757,0.171488007,0.632339315,0.874412727,162086007.5
508.1489314,15.6172651,15,79358.96572,4.223839021,11.23928817,0.282622726,4.746158812,4.785332318,0.047670536,0.793463974,0.354087762,0.74905796,0.017402404,0.064049279,0.504679162,0.481929584,10000659.25
1836.887707,38.17548897,3,701240.8638,15.34089854,27.88323594,0.597713288,4.443368736,4.446777426,0.103246852,0.276583005,0.9980482,0.881747918,0.367895876,0.366797545,0.45213441,0.897457685,38291894.65
319.7187731,23.37348444,6,74729.41767,12.98322875,23.06166785,4.226994111,0.778077762,0.798006498,0.844087289,0.508200805,0.095572117,0.67299182,0.487669911,0.706564478,0.725534456,0.190810909,6285342.814
4138.169876,33.92165823,20,1403735.842,8.543491046,26.9338808,1.134813296,3.934815407,3.951138834,0.204885525,0.516302357,0.663915517,0.343106336,0.854880705,0.006341199,0.252492626,0.267665476,59616570.14
2536.311158,1.755015412,19,44512.65173,4.462242396,3.787558324,4.702655144,0.352331784,0.398861649,0.927608798,0.998891436,0.013716251,0.725468267,0.477696574,0.372453453,0.80942454,0.469325071,54968765.28
7269.933624,49.36584324,15,3588864.037,3.036464286,14.17441762,0.473070206,4.530349422,4.53647223,0.093055086,0.299039087,0.097851062,0.168211741,0.4575449,0.121637764,0.16227741,0.011019228,101761648.3
4762.259661,43.66233952,2,2079313.982,18.38992019,8.558547259,0.337469193,4.707652456,4.712563068,0.056344678,0.021370707,0.420301491,0.042904345,0.292893991,0.352920171,0.191180721,0.396848396,61618823.6
4404.801151,46.59341541,4,2052347.298,9.013320287,7.325096601,0.050962908,5.046238055,5.060436149,0.011683387,0.179246885,0.490523711,0.770021222,0.325766685,0.305419206,0.016878921,0.676599191,90100244.39
1047.176728,17.87131709,5,187144.2735,15.69610617,7.172230005,1.877286511,3.188232628,3.228515433,0.353998901,0.879359133,0.153159061,0.373248257,0.222485952,0.480708539,0.382620269,0.655877041,19284505.16
7921.391524,25.56650124,3,2025222.662,1.390417933,13.6284681,4.157844425,0.856758003,0.887461285,0.828396753,0.260132927,0.785763259,0.416736872,0.047037471,0.876541057,0.797702744,0.017782491,136457979.6
6948.365483,40.54083707,3,2816925.529,15.42242084,3.690198294,2.593889901,2.458162337,2.500521156,0.50049089,0.2543703,0.973142672,0.845060203,0.586879723,0.431077822,0.505557754,0.775568659,162609250.4
1326.270349,49.02596451,11,650216.8305,17.26541724,19.32335842,2.474218718,2.538377657,2.547912826,0.486337379,0.528833768,0.225677341,0.198829725,0.293841695,0.599916061,0.424034138,0.163533756,17773048.2
123.8437234,49.29107365,16,61043.90094,2.684214314,8.285048637,3.179299043,1.82809849,1.834926605,0.632863549,0.568343875,0.99930597,0.633798836,0.637191414,0.87300641,0.498167346,0.447613067,2056218.256
5463.102161,11.65437199,1,636690.2481,8.76565055,1.772369157,3.862007946,1.187411752,1.191363461,0.75324023,0.208354444,0.015606995,0.825745837,0.413178195,0.316425251,0.721801745,0.904987922,138089335.1
